id,original_title,genres_id,vote_average
411088,Contratiempo,"18, 9648, 53",8.1
238713,Spy,"28, 35, 80",6.83
181533,Night at the Museum: Secret of the Tomb,"12, 35, 14, 10751",6.216
1621,Trading Places,35,7.218
1372,Blood Diamond,"18, 53, 28",7.545
300669,Don't Breathe,"27, 53",7.013
7345,There Will Be Blood,18,8.072
315837,Ghost in the Shell,"878, 18, 28",6.1
1155281,封神第二部：战火西岐,"28, 14, 10752",6.3
613689,Makmum,27,5.5
1300962,The Beast Within,"27, 18, 53",5.965
686,Contact,"18, 878, 9648",7.43
644,A.I. Artificial Intelligence,"18, 878, 12",7.044
364689,Ferdinand,"16, 10751, 12, 35",7.214
568620,Snake Eyes: G.I. Joe Origins,"28, 12",6.484
2108,The Breakfast Club,"35, 18",7.734
269509,The Canterville Ghost,"16, 35, 10751, 14",6.7
56386,Lager SSadis Kastrat Kommandantur,"27, 10752",5.6
30497,The Texas Chain Saw Massacre,27,7.283
1269732,神雕侠侣: 问世间,"28, 14, 12",6.344
109451,Cloudy with a Chance of Meatballs 2,"16, 10751, 35",6.4
779782,The School for Good and Evil,"14, 35, 12, 18",7.045
19994,Jennifer's Body,"27, 35",5.975
341241,La Celestina,18,6.5
39514,RED,"28, 12, 35, 80, 53",6.696
824003,Diabolik chi sei?,"80, 28, 9648, 53",6.4
594,The Terminal,"35, 18",7.346
8329,[REC],"27, 9648",7.213
787752,Fresh,"27, 53",6.986
412656,Chaos Walking,"14, 878, 12",6.6
733038,पिप्पा,"10752, 18",4.9
196867,Annie,"35, 18, 10751",6.23
9804,Waterworld,"12, 28, 878",6.216
406563,Insidious: The Last Key,"27, 53",6.3
1076364,Carl's Date,"16, 12, 10751, 35",7.5
714675,The American,18,6.8
9793,The Hills Have Eyes 2,"27, 53",5.6
4327,Charlie's Angels,"28, 12, 35, 80, 53",5.8
550776,Believe Me: The Abduction of Lisa McVey,"18, 10770, 80",8.1
333484,The Magnificent Seven,"12, 28, 37",6.461
9928,Robots,"16, 35, 10751, 878",6.5
11362,The Count of Monte Cristo,"12, 18, 36",7.7
1154269,Menantu dan Mertua,"18, 10749",0.0
1071215,Thanksgiving,"27, 9648, 53, 35",6.5
297270,Tinker Bell and the Legend of the NeverBeast,"12, 16, 10751",7.4
10530,Pocahontas,"12, 16, 10751, 10749",6.9
1005076,Duchess,"28, 80, 53",6.1
428078,Mortal Engines,"12, 878",6.215
1427,Perfume: The Story of a Murderer,"80, 14, 18",7.4
638507,How to Train Your Dragon: Homecoming,"16, 14, 12, 28, 10751",8.0
871,Planet of the Apes,"878, 12, 18, 28",7.643
1063879,Vermines,"27, 53",6.631
10112,The Aristocats,"16, 35, 10751, 12",7.285
112588,Your Ticket Is No Longer Valid,18,5.0
1372,Blood Diamond,"18, 53, 28",7.545
590223,Love and Monsters,"35, 28, 12, 14, 878",7.298
459003,Мавка: Лісова пісня,"16, 12, 10751, 14",7.194
1020006,Priscilla,"18, 10749",6.8
5879,愛のコリーダ,"18, 10749",6.6
421892,Shrek 5,"16, 10751, 35, 14",0.0
395817,The Thicket,"80, 53, 37",6.4
1250,Ghost Rider,"53, 28, 14",5.573
848538,Argylle,"28, 12, 35, 53",6.1
1094274,Y2K,"35, 27, 878",5.3
188927,Star Trek Beyond,"28, 12, 878",6.783
197796,La Belle et la Bête,"14, 10749",6.2
20453,3 Idiots,"18, 35",7.999
26389,From Paris with Love,"28, 80, 53",6.284
530254,마녀,"28, 9648, 878",7.9
843,花樣年華,"18, 10749",8.105
94329,Serbuan Maut,"28, 53, 80",7.401
282035,The Mummy,"14, 53, 28, 12, 27",5.514
4478,Indecent Proposal,"10749, 18",6.4
9297,Monster House,"16, 35, 10751, 14",6.688
1089123,Daddy's Head,27,6.1
415,Batman & Robin,"28, 878, 12",4.364
933131,황야,"878, 28",6.7
413846,1992,"80, 53, 28",6.904
5876,The Mist,"27, 878, 53",6.931
916728,Slingshot,"878, 53",6.1
7512,Idiocracy,"35, 878, 12",6.3
1355755,An Almost Christmas Story,"16, 12, 14, 10751",7.1
11631,Mamma Mia!,"35, 10749",6.979
628917,An American Pickle,"35, 18",5.7
1139829,Orion and the Dark,"16, 10751, 35, 14, 9648",6.6
1037837,Family Matters,18,10.0
770,Gone with the Wind,"18, 10752, 10749",7.9
122126,후궁: 제왕의 첩,18,5.9
2024,The Patriot,"18, 36, 10752, 28",7.175
723579,오빠가 너무해,"18, 10749",0.0
411088,Contratiempo,"18, 9648, 53",8.1
871,Planet of the Apes,"878, 12, 18, 28",7.643
1097150,Deliver Us,27,5.6
843,花樣年華,"18, 10749",8.105
565,The Ring,"27, 9648",6.7
2034,Training Day,"28, 80, 18",7.503
254320,The Lobster,"35, 18, 10749",7.042
251,Ghost,"14, 18, 53, 9648, 10749",7.2
22803,Law Abiding Citizen,"18, 80, 53",7.382
149870,風立ちぬ,"18, 16, 10749, 10752, 36",7.783
1948,Crank,"28, 53, 80",6.6
297270,Tinker Bell and the Legend of the NeverBeast,"12, 16, 10751",7.4
804095,The Fabelmans,18,7.6
455207,Crazy Rich Asians,"35, 10749",7.063
14784,The Fall,"12, 14, 18",7.6
829,Chinatown,"80, 18, 9648, 53",7.913
4982,American Gangster,"18, 80",7.59
661374,Glass Onion: A Knives Out Mystery,"35, 80, 9648",7.052
27576,Salt,"28, 9648, 53",6.412
581726,Infinite,"878, 28, 12, 53",6.608
499701,Dora and the Lost City of Gold,"10751, 35, 12",6.633
94540,Black Forest,"14, 27, 878, 10770",4.1
1094274,Y2K,"35, 27, 878",5.3
1120911,Saturday Night,"35, 18",6.7
406990,What Happened to Monday,"878, 53, 9648, 28",7.163
602223,The Forever Purge,"28, 27, 53",6.9
16127,Forbidden Zone,"10402, 35, 14",6.3
302699,Central Intelligence,"28, 35",6.415
726209,Leave the World Behind,"18, 9648, 53",6.396
447200,Skyscraper,"28, 53, 12",6.3
812225,映画 ブラッククローバー 魔法帝の剣,"16, 14, 28, 12",8.2
1894,Star Wars: Episode II - Attack of the Clones,"12, 28, 878",6.571
242224,The Babadook,"18, 27",6.519
10601,Peter Pan,"12, 14, 10751",7.15
21484,Possession,27,7.3
581392,반도,"27, 28, 53, 12",6.7
1114738,Boneyard,"28, 53",5.5
47933,Independence Day: Resurgence,"28, 12, 878",5.3
10734,Escape from Alcatraz,"18, 53",7.51
501929,The Mitchells vs. the Machines,"16, 12, 35",7.89
290595,The Huntsman: Winter's War,"28, 12, 18",6.3
563,Starship Troopers,"12, 28, 53, 878",7.076
333484,The Magnificent Seven,"12, 28, 37",6.461
1152624,3 Days in Malay,"28, 12, 10752",4.9
975511,The Return,"36, 18, 12",6.5
1422227,Aşk Sadece Bir An,"10749, 18",7.0
4258,Scary Movie 5,35,4.8
57165,Wrath of the Titans,"14, 12, 28",5.738
748230,Salem's Lot,27,6.2
43347,Love & Other Drugs,"18, 35, 10749",7.0
9426,The Fly,"27, 878",7.417
9092,Snow White: A Tale of Terror,"14, 27",6.1
2668,Sleepy Hollow,"18, 14, 53, 9648, 27",7.182
274167,Daddy's Home,35,6.284
499771,Dystopia,53,0.0
82507,Sinister,"27, 53, 9648",6.863
813,Airplane!,35,7.295
705996,헤어질 결심,"53, 9648, 10749",7.3
11430,The Lion King 1½,"10751, 16, 35, 28",6.6
9339,Click,"35, 18, 14",6.292
63311,La piel que habito,"18, 27, 9648, 53",7.503
700391,65,"28, 12, 878",5.969
27,9 Songs,"18, 10402, 10749",5.6
1241674,The Last Breath,"27, 53",6.2
13597,Labyrinth,"12, 10751, 14",7.269
473033,Uncut Gems,"18, 53, 80",7.157
117251,White House Down,"28, 18, 53",6.468
46738,Incendies,"18, 10752, 9648",8.096
1436025,Chelsea Handler: The Feeling,35,4.0
10200,The Day the Earth Stood Still,"18, 878, 53",5.6
139038,A Haunted House,"35, 27",5.941
2649,The Game,"18, 53, 9648",7.567
39514,RED,"28, 12, 35, 80, 53",6.696
406997,Wonder,"18, 10751",8.1
2268,The Golden Compass,"12, 14",6.07
514999,Murder Mystery,"28, 35, 9648",6.269
346685,The Girl on the Train,"53, 9648, 18, 80",6.441
1669,The Hunt for Red October,"28, 12, 53",7.38
1252470,सिकंदर का मुकद्दर,"53, 80, 9648, 28",5.6
107748,Sin tetas no hay paraíso,"80, 18",7.4
49529,John Carter,"28, 12, 878",6.329
108450,Spiando Marina,53,5.469
547205,SeX,878,6.074
1374,Rocky IV,18,7.078
9360,Anaconda,"12, 27, 53",5.2
62213,Dark Shadows,"35, 14",6.09
292610,Il ginecologo della mutua,35,4.1
289,Casablanca,"18, 10749",8.157
1153194,妹妹是辣妹真是可愛 2,,0.0
9377,Ferris Bueller's Day Off,35,7.573
15165,Barbie as The Princess & the Pauper,"16, 10751, 35",7.5
1404380,Saptha Kandam,"18, 10749",0.0
861,Total Recall,"28, 12, 878",7.307
146451,91:an Karlsson,35,7.2
1239146,Woody Woodpecker Goes to Camp,"10751, 35, 16",6.5
9387,Conan the Barbarian,"12, 14, 28",6.808
2300,Space Jam,"10751, 16, 35, 878, 12, 14",6.8
181886,Enemy,"53, 9648",6.866
12405,Slumdog Millionaire,"18, 10749",7.731
175112,Tinker Bell and the Pirate Fairy,"16, 10751",6.932
9444,Anastasia,"16, 10751, 14, 12",7.6
1145758,Birder,"53, 18",3.2
10774,Network,18,7.8
1232493,لا أرض أخرى,99,7.921
1049948,Vikings: Battle of Heirs,28,5.962
376570,Hush,"27, 53",6.729
324668,Jason Bourne,"28, 53",6.362
1186947,Bandida - A Número Um,"28, 80, 18",6.2
1278,The Dreamers,"18, 10749",7.2
827931,Time Cut,"27, 878, 53",5.654
635910,The Last Voyage of the Demeter,"14, 27, 53",6.8
842931,Sacramento,35,0.0
1241742,EKS,18,3.7
262504,Allegiant,"12, 878, 28, 9648",6.1
333484,The Magnificent Seven,"12, 28, 37",6.461
1152624,3 Days in Malay,"28, 12, 10752",4.9
975511,The Return,"36, 18, 12",6.5
10567,Dinosaur,"16, 10751, 12",6.541
2059,National Treasure,"12, 28, 53, 9648",6.639
1422227,Aşk Sadece Bir An,"10749, 18",7.0
587,Big Fish,"12, 14, 18",7.76
57165,Wrath of the Titans,"14, 12, 28",5.738
748230,Salem's Lot,27,6.2
43347,Love & Other Drugs,"18, 35, 10749",7.0
13363,The Man from Earth,"878, 18",7.626
2758,Addams Family Values,"35, 10751, 14",6.95
274167,Daddy's Home,35,6.284
499771,Dystopia,53,0.0
1127767,Riff Raff,"35, 80, 18",5.804
82507,Sinister,"27, 53, 9648",6.863
705996,헤어질 결심,"53, 9648, 10749",7.3
1894,Star Wars: Episode II - Attack of the Clones,"12, 28, 878",6.571
63311,La piel que habito,"18, 27, 9648, 53",7.503
1370,Rambo III,"28, 12, 53, 10752",6.2
785084,The Whale,18,7.828
9374,Death Becomes Her,"35, 14, 27",6.763
497582,Enola Holmes,"12, 9648, 80",7.257
610150,ドラゴンボール超 スーパーヒーロー,"16, 878, 28",7.905
501929,The Mitchells vs. the Machines,"16, 12, 35",7.89
62835,Colombiana,"28, 53, 80, 18",6.634
15121,The Sound of Music,"18, 10751, 10402, 10749",7.73
705996,헤어질 결심,"53, 9648, 10749",7.3
4824,The Jackal,"28, 53, 12, 80",6.377
1571,Live Free or Die Hard,"28, 53",6.6
845659,Perfect Addiction,"18, 10749",6.79
60308,Moneyball,18,7.28
980026,Bastarden,"28, 18, 36",7.8
565,The Ring,"27, 9648",6.7
22803,Law Abiding Citizen,"18, 80, 53",7.382
11247,A Cinderella Story,"35, 10751, 10749",6.569
43947,I Spit on Your Grave,"53, 80, 27",6.515
10601,Peter Pan,"12, 14, 10751",7.15
51828,One Day,"18, 10749",7.421
16119,Cinderella III: A Twist in Time,"16, 10749, 10751, 14",6.5
15092,Crank: High Voltage,"28, 53, 80",6.071
1057491,Непослушная,18,6.4
13811,Knowing,"28, 9648, 878, 53",6.215
238636,The Purge: Anarchy,"27, 53",6.632
1195631,William Tell,"28, 18, 36",5.9
10567,Dinosaur,"16, 10751, 12",6.541
262504,Allegiant,"12, 878, 28, 9648",6.1
127380,Finding Dory,"12, 16, 35, 10751",7.037
1380405,The Chosen: Last Supper,"18, 36, 12",0.0
4478,Indecent Proposal,"10749, 18",6.4
334541,Manchester by the Sea,18,7.549
187,Sin City,"53, 28, 80",7.461
1388442,Home,,0.0
1261501,Ad Vitam,"53, 18, 80, 28",6.279
619803,범죄도시 2,"28, 80, 53, 12",7.2
23483,Kick-Ass,"28, 80",7.122
2123,"Me, Myself & Irene",35,6.6
184315,Hercules,"28, 12",5.784
399905,여자전쟁: 비열한 거래,"18, 10749",5.8
531309,Brightburn,"27, 878, 53, 9648",6.134
75258,Secret of the Wings,"16, 10751, 14, 12",7.215
9543,Prince of Persia: The Sands of Time,"12, 14, 28",6.3
674324,The Banshees of Inisherin,"18, 35",7.455
316727,The Purge: Election Year,"28, 27, 53",6.4
976830,Gueules noires,"12, 27, 18",5.739
36073,ギニーピッグ2 血肉の華,27,4.7
792,Platoon,"18, 10752, 28",7.745
1125257,Freakier Friday,"35, 10751, 14",0.0
518068,신과함께-인과 연,"28, 12, 14, 53",8.1
228967,The Interview,"28, 35",6.184
1038263,Maria,"18, 10402",6.4
1228246,Five Nights at Freddy's 2,"27, 53",0.0
117,The Untouchables,"80, 36, 53",7.759
1154215,Elyas,"28, 53",6.2
508439,Onward,"10751, 16, 12, 35, 14",7.7
636514,Portals,"878, 27",3.663
40132,La via della prostituzione,"18, 27, 53",5.0
531219,Roald Dahl's The Witches,"10751, 35, 14",6.369
645710,The Voyeurs,53,6.56
54989,Amor Estranho Amor,"18, 36",5.9
720321,Breathe,"28, 878, 9648, 53",5.8
97630,Zero Dark Thirty,"53, 18",6.988
417261,Forever My Girl,"10749, 18",7.6
587,Big Fish,"12, 14, 18",7.76
1262299,El Apocalipsis de san Juan,"99, 36",10.0
13363,The Man from Earth,"878, 18",7.626
77931,The Smurfs 2,"14, 10751, 35, 16",5.7
2758,Addams Family Values,"35, 10751, 14",6.95
1049574,Darkness of Man,"28, 80, 53",6.5
1023647,KINK,,0.0
338952,Fantastic Beasts: The Crimes of Grindelwald,"14, 12",6.848
820609,No One Will Save You,"27, 878, 53, 9648",6.706
1127767,Riff Raff,"35, 80, 18",5.804
44912,Green Lantern,"12, 28, 53, 878",5.17
1894,Star Wars: Episode II - Attack of the Clones,"12, 28, 878",6.571
14784,The Fall,"12, 14, 18",7.6
1239146,Woody Woodpecker Goes to Camp,"10751, 35, 16",6.5
20662,Robin Hood,"28, 12, 36",6.393
333167,순수의 시대,"10749, 18, 36",6.9
423204,Angel Has Fallen,"28, 53",6.6
11247,A Cinderella Story,"35, 10751, 10749",6.569
1294084,刀剣乱舞 廻 -々伝 近し侍らうものら-,16,0.0
277216,Straight Outta Compton,"18, 10402, 36",7.784
718789,Lightyear,"16, 878, 10751, 12",6.9
36955,True Lies,"28, 53",7.077
506574,Descendants 3,"10751, 10770, 12, 14",7.69
1270880,Katt Williams: Woke Foke,"35, 99, 10770",5.2
10999,Commando,"28, 12, 53",6.693
28298,Eugénie,"18, 53, 27",5.7
75612,Oblivion,"28, 878, 12, 9648",6.652
322,Mystic River,"53, 80, 18, 9648",7.745
1215185,La infiltrada,"18, 80, 53",7.3
338970,Tomb Raider,"28, 12, 14",6.4
11932,Bride of Chucky,"35, 27",6.1
73456,Barbie: Princess Charm School,"10751, 16, 14",7.5
958196,Inside,"53, 18",5.624
800367,The Actor,"18, 9648, 53",6.0
8367,Robin Hood: Prince of Thieves,"28, 12, 18",6.9
2502,The Bourne Supremacy,"28, 18, 53",7.322
420808,Peter Pan & Wendy,"10751, 14, 28, 12",5.473
18334,ギニーピッグ 悪魔の実験,27,4.8
175112,Tinker Bell and the Pirate Fairy,"16, 10751",6.932
36955,True Lies,"28, 53",7.077
957,Spaceballs,"35, 878",6.837
13002,Barbie in the 12 Dancing Princesses,"16, 10751",7.6
9277,The Sting,"35, 80, 18",8.03
4488,Friday the 13th,27,6.4
1701,Con Air,"28, 53, 80",6.751
773543,Соври мне правду,"18, 53",5.7
930564,Saltburn,"18, 35, 53",6.991
617653,The Last Duel,"36, 18, 28",7.43
2649,The Game,"18, 53, 9648",7.567
4977,パプリカ,"16, 878, 53",7.809
9470,功夫,"28, 35, 80, 14",7.5
450465,Glass,"53, 18, 878",6.664
20504,The Book of Eli,"28, 53, 878",6.785
15092,Crank: High Voltage,"28, 53, 80",6.071
635910,The Last Voyage of the Demeter,"14, 27, 53",6.8
1422179,På villspor,"35, 18",6.5
4977,パプリカ,"16, 878, 53",7.809
390043,The Hitman's Bodyguard,"28, 35, 80, 53",6.9
760774,One Life,"36, 18",7.8
578149,Better Gay Sex,,2.0
241254,The Prince,"53, 28",4.9
480414,The Curse of La Llorona,27,5.7
176241,Prison Break: The Final Break,"28, 18, 53",7.5
137106,The Lego Movie,"16, 10751, 12, 35, 14",7.416
279,Amadeus,"36, 10402, 18",8.022
1105407,Damaged,"28, 18, 53, 80",5.7
338762,Bloodshot,"28, 878, 12",6.706
36669,Die Another Day,"12, 28, 53",5.989
339692,Shot Caller,"80, 18, 53",6.958
520758,Chicken Run: Dawn of the Nugget,"10751, 16, 12, 35",7.0
380,Rain Man,18,7.753
4564,Sex and the City,"35, 18, 10749",6.568
801688,కల్కి 2898-ఎ.డి,"18, 28, 14, 878",6.4
989662,A Different Man,"35, 18",7.1
24238,Mary and Max,"16, 35, 18",7.866
424386,Una donna per tutti,18,4.0
718789,Lightyear,"16, 878, 10751, 12",6.9
1061699,The Six Triple Eight,"18, 10752, 36",7.557
628917,An American Pickle,"35, 18",5.7
989662,A Different Man,"35, 18",7.1
256591,Focus,"10749, 35, 80",6.874
533,Wallace & Gromit: The Curse of the Were-Rabbit,"12, 16, 35, 10751",7.109
14001,Dead Silence,27,6.446
77950,Turbo,"16, 10751",6.23
70,Million Dollar Baby,18,7.954
9387,Conan the Barbarian,"12, 14, 28",6.808
2123,"Me, Myself & Irene",35,6.6
638,Lost Highway,"18, 53, 9648",7.6
454,Romeo + Juliet,"18, 10749",6.788
72784,The Loft,53,6.418
674324,The Banshees of Inisherin,"18, 35",7.455
1088563,Lassie - Ein neues Abenteuer,"12, 10751",6.5
123553,The Mortal Instruments: City of Bones,"14, 28, 9648",6.441
976830,Gueules noires,"12, 27, 18",5.739
10200,The Day the Earth Stood Still,"18, 878, 53",5.6
15370,猫の恩返し,"12, 14, 16, 18, 10751",7.127
40132,La via della prostituzione,"18, 27, 53",5.0
290595,The Huntsman: Winter's War,"28, 12, 18",6.3
555604,Guillermo del Toro's Pinocchio,"16, 14, 18, 12, 10751, 10402",8.062
59967,Looper,"28, 53, 878",6.89
196867,Annie,"35, 18, 10751",6.23
1339772,Pengantin Setan,"27, 53",8.5
619730,Don't Worry Darling,"9648, 27, 53",6.8
9392,The Descent,"12, 27",6.961
645710,The Voyeurs,53,6.56
614934,Elvis,"18, 10402, 36",7.501
49797,악마를 보았다,"53, 27",7.794
669671,Night Teeth,"27, 53, 28",6.421
1091267,The Well,27,5.689
7445,Brothers,"18, 53, 10752",7.3
937249,57 Seconds,"53, 878, 28",6.1
11918,Superhero Movie,"35, 28, 878",5.3
139038,A Haunted House,"35, 27",5.941
13179,Tinker Bell,"16, 10751, 12, 14",6.9
503736,Army of the Dead,"28, 80, 27, 12, 18, 878, 53, 10752",6.229
10201,Yes Man,"35, 10749",6.677
1310906,Butas,"18, 53",5.2
1005076,Duchess,"28, 80, 53",6.1
587807,Tom & Jerry,"35, 10751, 16",6.769
1028703,The OctoGames,"53, 28, 27",5.4
965150,Aftersun,18,7.673
628,Interview with the Vampire,"27, 18, 14",7.381
346672,Underworld: Blood Wars,"14, 28, 53",5.894
619730,Don't Worry Darling,"9648, 27, 53",6.8
1325482,Zgon przed weselem,"35, 10749",5.0
1091267,The Well,27,5.7
967941,Wicked: For Good,"18, 14, 10749",0.0
109428,Evil Dead,27,6.563
1393382,Popeye's Revenge,27,5.1
560057,The Sea Beast,"16, 12, 28, 10751, 14",7.337
23827,Paranormal Activity,"27, 9648",6.012
1690,Hostel,27,5.935
491418,Instant Family,"35, 18",7.515
594,The Terminal,"35, 18",7.346
2164,Stargate,"28, 12, 878",7.0
14001,Dead Silence,27,6.446
619803,범죄도시 2,"28, 80, 53, 12",7.2
642885,Hocus Pocus 2,"14, 35, 10751",7.21
149870,風立ちぬ,"18, 16, 10749, 10752, 36",7.783
45612,Source Code,"53, 878, 9648",7.301
152584,La Vie d'Adèle - Chapitres 1 et 2,"10749, 18",7.1
22538,Scott Pilgrim vs. the World,"28, 35, 10749",7.488
23483,Kick-Ass,"28, 80",7.122
965150,Aftersun,18,7.673
2057,Original Sin,"53, 18, 9648, 10749",6.104
28298,Eugénie,"18, 53, 27",5.7
429351,12 Strong,"10752, 18, 28, 36",6.3
748230,Salem's Lot,27,6.2
914215,Humane,"53, 27, 878",5.275
19,Metropolis,"18, 878",8.109
36055,Easy Virtue,"10749, 18",5.2
401478,Death Race: Beyond Anarchy,"28, 53, 878",6.2
776503,CODA,"18, 10402, 10749",7.9
878361,Big George Foreman,"36, 18",7.538
12230,One Hundred and One Dalmatians,"12, 16, 35, 10751",7.173
1270880,Katt Williams: Woke Foke,"35, 99, 10770",5.2
532639,Pinocchio,"14, 12, 10751",6.3
117,The Untouchables,"80, 36, 53",7.759
8009,Highlander,"12, 28, 14",6.873
46738,Incendies,"18, 10752, 9648",8.096
1105407,Damaged,"28, 18, 53, 80",5.7
379149,The Foreigner,"28, 53, 80",6.967
265208,Wild Card,"53, 80, 28",5.686
38321,Priest,"28, 14, 27, 53",5.822
8810,Mad Max 2,"12, 28, 53, 878",7.4
227,The Outsiders,"80, 18",7.2
1421198,Sponsor,18,10.0
1038263,Maria,"18, 10402",6.447
9567,Tears of the Sun,"10752, 28, 18",6.882
1228246,Five Nights at Freddy's 2,"27, 53",0.0
12405,Slumdog Millionaire,"18, 10749",7.731
454640,The Angry Birds Movie 2,"16, 28, 14, 12, 35, 10751",7.1
1294084,刀剣乱舞 廻 -々伝 近し侍らうものら-,16,0.0
347626,He's All That,"35, 10749",6.5
8055,The Reader,"18, 10749",7.469
1049948,Vikings: Battle of Heirs,28,5.962
51828,One Day,"18, 10749",7.421
43947,I Spit on Your Grave,"53, 80, 27",6.515
11674,101 Dalmatians,"10751, 35",5.9
567,Rear Window,"53, 9648",8.352
256591,Focus,"10749, 35, 80",6.874
583083,The Kissing Booth 2,"35, 10749",7.636
333167,순수의 시대,"10749, 18, 36",6.9
13194,Highlander: The Search for Vengeance,"28, 16, 14, 878",7.194
116711,Epic,"16, 12, 10751, 14",6.53
869,Planet of the Apes,"53, 878, 28, 12",5.759
1729,The Forbidden Kingdom,"28, 12, 14",6.61
87428,That's My Boy,"35, 18",5.824
376867,Moonlight,18,7.4
387848,친구엄마,"18, 10749",5.3
11012,Damage,"18, 10749",6.6
83533,Avatar: Fire and Ash,"878, 12, 14",0.0
37265,Così fan tutte,"35, 18",5.0
5879,愛のコリーダ,"18, 10749",6.6
1487,Hellboy,"14, 28",6.667
415,Batman & Robin,"28, 878, 12",4.364
9352,EuroTrip,35,6.593
856,Who Framed Roger Rabbit,"14, 16, 35, 80",7.527
267860,London Has Fallen,"28, 53",6.208
766836,아들의 여친 아빠의 여친,10749,5.0
530442,"My Teacher, My Obsession","18, 53, 10770",5.0
9392,The Descent,"12, 27",6.961
522931,Hitman's Wife's Bodyguard,"28, 35, 80, 53",6.7
1140233,마누라 바꿔먹기,18,1.0
664469,Amsterdam,"9648, 35, 18",6.071
781732,Animal,"28, 80, 18",6.25
1310682,十一人の賊軍,"28, 18, 36, 53",7.7
923,Dawn of the Dead,27,7.492
280002,The Remaining,"53, 27",6.1
1025463,Biônicos,"878, 28, 12",5.997
10330,Freaky Friday,"35, 10751, 14",6.5
538751,스와핑 하던 날,10749,6.0
1273049,டிராகன்,"10749, 35, 18",7.8
96721,Rush,"18, 28",7.721
1125311,Imaginary,"27, 9648",5.983
536437,Hypnotic,"9648, 53, 878, 28",6.2
881,A Few Good Men,18,7.545
499338,I Believe,"10751, 18",7.66
1325482,Zgon przed weselem,"35, 10749",5.0
10066,House of Wax,"9648, 27, 53",6.001
2899,Astérix & Obélix : Mission Cléopâtre,"10751, 14, 35, 12",7.375
12222,Horton Hears a Who!,"16, 35, 10751, 12, 14",6.488
151870,Minecraft: The Story of Mojang,99,7.0
38167,Eat Pray Love,"18, 10749",6.2
779816,White Bird,18,7.9
76203,12 Years a Slave,"18, 36",7.936
588,Silent Hill,"27, 9648",6.579
22683,Gifted Hands: The Ben Carson Story,18,7.8
1538,Collateral,"18, 80, 53",7.227
241254,The Prince,"53, 28",4.9
176241,Prison Break: The Final Break,"28, 18, 53",7.5
16119,Cinderella III: A Twist in Time,"16, 10749, 10751, 14",6.5
4547,Panic Room,"80, 18, 53",6.784
1105407,Damaged,"28, 18, 53, 80",5.7
324849,The Lego Batman Movie,"16, 28, 35, 10751",7.224
1246,Rocky Balboa,18,6.9
4547,Panic Room,"80, 18, 53",6.784
184315,Hercules,"28, 12",5.784
324849,The Lego Batman Movie,"16, 28, 35, 10751",7.224
1246,Rocky Balboa,18,6.9
45269,The King's Speech,"18, 36",7.735
1128941,The Demon Disorder,27,5.7
936245,히든페이스,"9648, 53",3.859
943344,地底怪物,"14, 12",5.545
7443,Chicken Run,"16, 35, 10751",6.8
391713,Lady Bird,"18, 35",7.258
34544,The A-Team,"28, 35, 80",6.399
97370,Under the Skin,"53, 878, 18",6.138
1195631,William Tell,"28, 18, 36",5.9
433,Mary Poppins,"35, 10751, 14",7.6
1025596,Blood for Dust,"28, 80, 53",5.9
538751,스와핑 하던 날,10749,6.0
1369617,Dongeng Sang Kancil,"16, 12, 35, 10751, 14, 10402",6.8
169,Predator 2,"878, 28, 53",6.281
13194,Highlander: The Search for Vengeance,"28, 16, 14, 878",7.194
26338,Romance,"18, 10749",5.5
949716,விடாமுயற்சி,"28, 53, 18",6.1
351523,동창회의 목적,"10749, 18",5.25
511642,여자 하숙집 2,"10749, 18",3.0
550776,Believe Me: The Abduction of Lisa McVey,"18, 10770, 80",8.1
858017,I Saw the TV Glow,"18, 27",6.0
867,Sliver,"18, 53",5.5
188161,A Million Ways to Die in the West,"35, 37",6.049
399402,Hunter Killer,"28, 12, 53",6.9
18095,ドラゴンボールＧＴ 悟空外伝！ 勇気の証しは四星球,"12, 28, 16, 878",6.7
505283,사촌 누나,"10749, 18",3.0
14411,Sinbad: Legend of the Seven Seas,"10751, 16, 12, 35, 14, 28",6.976
433,Mary Poppins,"35, 10751, 14",7.6
481848,The Call of the Wild,"12, 10751, 18",7.543
1635,The Island,"28, 53, 878, 12",6.675
568,Apollo 13,"18, 36",7.449
37169,The Human Centipede (First Sequence),27,5.217
187017,22 Jump Street,"80, 35, 28",6.832
502416,Ma,"27, 53",5.818
9801,Bridget Jones: The Edge of Reason,"35, 10749",6.227
37834,Knight and Day,"28, 35",6.219
801688,కల్కి 2898-ఎ.డి,"18, 28, 14, 878",6.4
1210794,Strul,"28, 35, 80",6.7
508642,곤지암,"27, 9648",7.3
1016346,মাসুদ রানা: ধ্বংস পাহাড়,"28, 18, 53",6.5
4133,Blow,"80, 18",7.363
235,Stand by Me,"80, 18",7.854
116776,ドラゴンボール 魔訶不思議大冒険,"28, 16",6.718
267935,The BFG,"12, 10751, 14",6.3
1285366,愛のぬくもり,10749,7.0
613689,Makmum,27,5.5
11674,101 Dalmatians,"10751, 35",5.9
39538,Contagion,"18, 53, 878",6.643
280092,Insidious: Chapter 3,"27, 53",6.274
2164,Stargate,"28, 12, 878",7.0
390043,The Hitman's Bodyguard,"28, 35, 80, 53",6.9
82693,Silver Linings Playbook,"18, 35, 10749",7.145
1102493,Small Things Like These,18,6.9
872906,जवान,"28, 80, 53",7.1
